country,year,life_exp,population,pm
MMR,2004,61.25,47338446.0,30.35
MMR,2005,61.599,47724471.0,29.42
MMR,2006,61.893,48088274.0,29.690001
MMR,2007,62.371,48445647.0,32.52
MMR,2008,56.506,48729486.0,29.639999
MMR,2009,63.155,49015836.0,33.700001
MMR,2010,63.329,49390988.0,32.209999
MMR,2011,63.901,49794522.0,29.690001
MMR,2012,64.141,50218185.0,29.73
MMR,2013,64.815,50648334.0,32.009998
MMR,2014,65.056,51072436.0,32.470001
MMR,2015,65.561,51483949.0,29.959999
MMR,2016,65.685,51892349.0,31.27
MMR,2017,65.843,52288341.0,28.82
MMR,2018,66.465,52666014.0,30.360001
MNE,1998,73.3142195121951,607662.0,17.549999
MNE,1999,72.640756097561,606001.0,16.24
MNE,2000,73.8184878048781,604950.0,16.639999
MNE,2001,74.0694146341464,607389.0,17.059999
MNE,2002,73.9064878048781,609828.0,18.01
MNE,2003,73.9317317073171,612267.0,20.299999
MNE,2004,74.5639512195122,613353.0,16.5
MNE,2005,73.9829268292683,614261.0,17.959999
MNE,2006,73.8390243902439,615025.0,19.58
MNE,2007,74.3390243902439,615875.0,18.790001
MNE,2008,75.1365853658537,616969.0,15.73
MNE,2009,75.1439024390244,618294.0,15.7
MNE,2010,75.990243902439,619428.0,14.04
MNE,2011,75.9829268292683,620079.0,21.58
MNE,2012,76.2,620601.0,19.360001
MNE,2013,76.490243902439,621207.0,16.91
MNE,2014,76.4414634146341,621810.0,14.62
MNE,2015,76.4487804878049,622159.0,18.209999
MNE,2016,76.4414634146341,622303.0,16.030001
MNE,2017,76.4853658536585,622373.0,16.76
MNE,2018,76.8414634146342,622227.0,16.52
MNG,1998,61.765,2405148.0,30.309999
MNG,1999,62.529,2428488.0,26.440001
MNG,2000,62.882,2450979.0,24.799999
MNG,2001,63.279,2472601.0,27.1
MNG,2002,63.518,2494617.0,30.82
MNG,2003,64.208,2516454.0,34.380001
MNG,2004,64.796,2537949.0,27.040001
MNG,2005,64.879,2559255.0,31.309999
MNG,2006,65.513,2581242.0,34.59
MNG,2007,65.97,2605643.0,36.59
MNG,2008,66.382,2633887.0,35.959999
MNG,2009,66.766,2666713.0,34.279999
MNG,2010,67.182,2702520.0,31.98
MNG,2011,67.439,2743938.0,35.66
MNG,2012,68.111,2792349.0,35.450001
MNG,2013,68.585,2845153.0,36.450001
MNG,2014,69.047,2902823.0,34.23
MNG,2015,69.498,2964749.0,31.860001
MNG,2016,69.865,3029555.0,37.459999
MNG,2017,70.237,3096030.0,34.59
MNG,2018,71.199,3163991.0,29.299999
MOZ,1998,48.024,16923195.0,14.41
MOZ,1999,48.812,17337893.0,11.77
MOZ,2000,49.491,17768505.0,11.59
MOZ,2001,50.065,18220716.0,16.42
MOZ,2002,50.59,18694946.0,13.45
MOZ,2003,50.87,19186754.0,14.57
MOZ,2004,51.249,19694411.0,13.35
MOZ,2005,51.561,20211114.0,14.97
MOZ,2006,51.961,20735982.0,14.08
MOZ,2007,52.566,21280513.0,16.559999
MOZ,2008,53.164,21845571.0,15.05
MOZ,2009,53.788,22436660.0,13.7
MOZ,2010,54.198,23073723.0,15.2
MOZ,2011,54.869,23760421.0,13.0
MOZ,2012,55.639,24487611.0,14.32
MOZ,2013,56.492,25251731.0,14.09
MOZ,2014,57.274,26038704.0,12.57
MOZ,2015,58.151,26843246.0,14.01
MOZ,2016,59.038,27696493.0,12.42
MOZ,2017,59.771,28569441.0,11.67
MOZ,2018,60.526,29423878.0,13.86
MRT,1998,60.609,2550501.0,3.3199999
MRT,1999,60.819,2620611.0,3.5699999
MRT,2000,61.028,2695003.0,3.28
MRT,2001,61.185,2761823.0,2.8800001
MRT,2002,61.268,2821703.0,2.8199999
MRT,2003,61.347,2883326.0,3.5899999
MRT,2004,61.593,2946575.0,3.1500001
MRT,2005,61.656,3012360.0,3.1900001
MRT,2006,61.891,3081229.0,3.29
MRT,2007,62.228,3153508.0,3.0699999
MRT,2008,62.399,3233336.0,3.1099999
MRT,2009,62.8,3322616.0,3.3399999
MRT,2010,63.105,3419461.0,3.5999999
MRT,2011,63.346,3524249.0,3.3299999
MRT,2012,63.578,3636113.0,3.6400001
MRT,2013,63.911,3742959.0,3.1199999
MRT,2014,64.155,3843174.0,3.29
MRT,2015,64.485,3946220.0,3.21
MRT,2016,64.768,4051890.0,3.1600001
MRT,2017,65.083,4160015.0,3.3499999
MRT,2018,65.31,4270712.0,3.0
MUS,1998,70.6073170731707,1160421.0,3.47
MUS,1999,70.9609756097561,1175267.0,3.54
MUS,2000,71.6634146341463,1186873.0,3.1500001
MUS,2001,71.7658536585366,1196287.0,3.46
MUS,2002,71.9658536585366,1204621.0,3.3299999
MUS,2003,72.1170731707317,1213370.0,3.4000001
MUS,2004,72.2658536585366,1221003.0,3.75
MUS,2005,72.4321951219512,1228254.0,4.8299999
MUS,2006,72.4321951219512,1233996.0,3.6700001
MUS,2007,72.5707317073171,1239630.0,3.9100001
MUS,2008,72.5707317073171,1244121.0,3.73
MUS,2009,72.8824390243903,1247429.0,3.75
MUS,2010,72.9673170731707,1250400.0,4.3099999
MUS,2011,73.2668292682927,1252404.0,4.4200001
MUS,2012,73.8634146341464,1255882.0,3.9400001
MUS,2013,74.0170731707317,1258653.0,4.1500001
MUS,2014,74.1943902439024,1260934.0,3.9100001
MUS,2015,74.3531707317073,1262605.0,3.8599999
MUS,2016,74.3948780487805,1263473.0,4.1900001
MUS,2017,74.5146341463415,1264613.0,4.1900001
MUS,2018,74.4163414634146,1265303.0,4.52
MWI,1998,42.848,10732456.0,15.04
MWI,1999,43.568,10973956.0,12.83
MWI,2000,44.518,11229387.0,13.72
MWI,2001,45.895,11498818.0,21.440001
MWI,2002,47.221,11784498.0,19.139999
MWI,2003,48.79,12087965.0,19.610001
MWI,2004,50.453,12411342.0,18.0
MWI,2005,52.044,12755648.0,19.219999
MWI,2006,53.238,13118307.0,18.23
MWI,2007,53.946,13495463.0,22.66
MWI,2008,54.604,13889423.0,20.48
MWI,2009,55.448,14298932.0,18.709999
MWI,2010,56.381,14718422.0,19.959999
MWI,2011,57.455,15146094.0,18.6
MWI,2012,58.679,15581251.0,19.040001
MWI,2013,59.729,16024775.0,19.1
MWI,2014,60.899,16477966.0,17.799999
MWI,2015,61.378,16938942.0,18.780001
MWI,2016,62.209,17405624.0,16.68
MWI,2017,62.977,17881167.0,15.98
MWI,2018,63.276,18367883.0,17.690001
MYS,1998,72.168,21810542.0,11.99
MYS,1999,72.283,22368655.0,11.0
MYS,2000,72.775,22945150.0,13.66
MYS,2001,73.344,23542517.0,12.69
MYS,2002,73.563,24142445.0,16.030001
MYS,2003,73.796,24739411.0,13.93
MYS,2004,73.898,25333247.0,16.43
MYS,2005,74.096,25923536.0,16.07
MYS,2006,74.164,26509413.0,20.639999
MYS,2007,74.211,27092604.0,14.38
MYS,2008,74.25,27664296.0,13.78
MYS,2009,74.227,28217204.0,18.059999
MYS,2010,74.442,28717731.0,13.27
MYS,2011,74.746,29184133.0,16.360001
MYS,2012,74.944,29660212.0,16.559999
MYS,2013,75.035,30134807.0,17.459999
MYS,2014,75.146,30606459.0,18.59
MYS,2015,75.094,31068833.0,22.59
MYS,2016,75.289,31526418.0,14.27
MYS,2017,75.476,31975806.0,12.99
MYS,2018,75.644,32399271.0,14.0
NAM,1998,54.101,1735953.0,14.49
NAM,1999,53.036,1778277.0,13.97
NAM,2000,51.99,1819141.0,12.48
NAM,2001,51.26,1856402.0,14.67
NAM,2002,51.254,1888525.0,14.14
NAM,2003,51.083,1915425.0,14.67
NAM,2004,51.246,1939406.0,13.03
NAM,2005,51.787,1962865.0,15.58
NAM,2006,52.655,1986558.0,14.49
NAM,2007,53.68,2011492.0,15.69
NAM,2008,54.653,2038552.0,18.379999
NAM,2009,55.496,2067919.0,16.02
NAM,2010,56.015,2099271.0,18.379999
NAM,2011,56.553,2132340.0,17.1
NAM,2012,57.64,2167470.0,15.42
NAM,2013,58.694,2204510.0,14.83
NAM,2014,59.822,2243001.0,13.18
NAM,2015,60.7,2282704.0,14.52
NAM,2016,61.682,2323352.0,13.9
NAM,2017,62.293,2364534.0,14.33
NAM,2018,62.586,2405680.0,14.3
NCL,1998,74.3756097560976,205279.0,1.96
NCL,1999,73.8756097560976,209214.0,1.83
NCL,2000,75.1634146341463,213230.0,2.3
NCL,2001,74.8317073170732,217324.0,2.6500001
NCL,2002,75.1024390243903,221490.0,2.21
NCL,2003,75.2707317073171,225296.0,1.97
NCL,2004,75.4707317073171,228750.0,2.0799999
NCL,2005,75.7219512195122,232250.0,2.0999999
NCL,2006,76.0756097560976,235750.0,1.83
NCL,2007,76.4780487804878,239250.0,2.2
NCL,2008,76.6804878048781,242750.0,2.53
NCL,2009,76.9804878048781,245950.0,2.3299999
NCL,2010,77.2804878048781,249750.0,2.49
NCL,2011,76.6317073170732,254350.0,2.6500001
NCL,2012,77.0780487804878,259000.0,2.46
NCL,2013,77.1780487804878,263650.0,2.5
NCL,2014,77.2365853658537,268050.0,2.3399999
NCL,2015,77.2804878048781,269460.0,2.3399999
NCL,2016,76.9317073170732,270220.0,2.75
NCL,2017,77.5390243902439,270810.0,2.46
NCL,2018,80.0030975609756,271170.0,2.6500001
NER,1998,48.191,10854920.0,8.6700001
NER,1999,48.738,11231469.0,8.1000004
NER,2000,49.322,11622665.0,7.6900001
NER,2001,49.841,12031430.0,7.54
NER,2002,50.562,12456517.0,8.0
NER,2003,51.434,12900790.0,9.1000004
NER,2004,52.589,13366885.0,9.1300001
NER,2005,53.59,13855221.0,9.1300001
NER,2006,54.596,14365168.0,9.6199999
NER,2007,55.553,14897873.0,9.8100004
NER,2008,56.508,15455175.0,10.02
NER,2009,57.396,16037915.0,10.46
NER,2010,58.367,16647543.0,11.28
NER,2011,58.994,17283112.0,10.03
NER,2012,59.65,17954407.0,11.11
NER,2013,60.239,18653199.0,8.9399996
NER,2014,60.786,19372014.0,9.8000002
NER,2015,61.083,20128124.0,10.07
NER,2016,61.629,20921743.0,9.9899998
NER,2017,62.16,21737922.0,10.61
NER,2018,62.454,22577058.0,10.96
NGA,1998,46.036,116690527.0,20.950001
NGA,1999,46.614,119695565.0,18.309999
NGA,2000,47.193,122851984.0,20.66
NGA,2001,47.619,126152678.0,21.6
NGA,2002,47.928,129583026.0,21.32
NGA,2003,48.441,133119801.0,21.280001
NGA,2004,48.767,136756848.0,22.41
NGA,2005,49.297,140490722.0,22.41
NGA,2006,49.73,144329764.0,21.280001
NGA,2007,50.033,148294028.0,22.01
NGA,2008,50.225,152382506.0,23.92
NGA,2009,50.712,156595758.0,22.530001
NGA,2010,50.945,160952853.0,23.709999
NGA,2011,51.357,165463745.0,22.15
NGA,2012,51.497,170075932.0,22.02
NGA,2013,51.707,174726123.0,20.49
NGA,2014,51.791,179379016.0,20.440001
NGA,2015,51.841,183995785.0,20.450001
NGA,2016,52.043,188666931.0,23.1
NGA,2017,52.305,193495907.0,22.9
NGA,2018,52.554,198387623.0,23.469999
NIC,1998,65.209,4974552.0,14.3
NIC,1999,67.12,5049878.0,11.45
NIC,2000,67.234,5123222.0,10.78
NIC,2001,67.215,5192764.0,12.19
NIC,2002,67.18,5259006.0,11.86
NIC,2003,67.217,5323062.0,13.91
NIC,2004,67.423,5386223.0,12.05
NIC,2005,67.936,5454678.0,15.52
NIC,2006,68.725,5529811.0,12.34
NIC,2007,69.559,5607453.0,13.53
NIC,2008,70.586,5687744.0,12.79
NIC,2009,71.433,5770639.0,10.78
NIC,2010,72.009,5855734.0,14.49
NIC,2011,72.416,5942553.0,13.39
NIC,2012,72.615,6030607.0,11.52
NIC,2013,72.704,6119379.0,12.83
NIC,2014,72.812,6208676.0,10.52
NIC,2015,72.983,6298598.0,10.32
NIC,2016,73.256,6389235.0,12.26
NIC,2017,73.554,6480532.0,12.94
NIC,2018,73.85,6572233.0,10.69
NLD,1998,77.8829268292683,15707209.0,14.49
NLD,1999,77.8365853658537,15812088.0,12.77
NLD,2000,77.9878048780488,15925513.0,13.13
NLD,2001,78.190243902439,16046180.0,12.39
NLD,2002,78.2926829268293,16148929.0,13.23
NLD,2003,78.4926829268293,16225302.0,14.4
NLD,2004,79.0951219512195,16281779.0,12.7
NLD,2005,79.3463414634146,16319868.0,12.37
NLD,2006,79.6975609756098,16346101.0,12.54
NLD,2007,80.0975609756098,16381696.0,12.83
NLD,2008,80.2512195121951,16445593.0,13.66
NLD,2009,80.5487804878049,16530388.0,14.16
NLD,2010,80.7024390243902,16615394.0,14.59
NLD,2011,81.2048780487805,16693074.0,14.18
NLD,2012,81.1048780487805,16754962.0,11.38
NLD,2013,81.3048780487805,16804432.0,12.16
NLD,2014,81.7073170731707,16865008.0,11.49
NLD,2015,81.509756097561,16939923.0,10.44
NLD,2016,81.5609756097561,17030314.0,10.22
NLD,2017,81.7609756097561,17131296.0,10.0
NLD,2018,81.8121951219512,17231624.0,10.88
NOR,1998,78.3292682926829,4431464.0,6.8099999
NOR,1999,78.2829268292683,4461913.0,6.6500001
NOR,2000,78.6341463414634,4490967.0,6.4699998
NOR,2001,78.7853658536585,4513751.0,6.1199999
NOR,2002,78.9878048780488,4538159.0,6.4899998
NOR,2003,79.390243902439,4564855.0,7.0599999
NOR,2004,79.8414634146342,4591910.0,5.71
NOR,2005,80.0414634146342,4623291.0,5.6100001
NOR,2006,80.3439024390244,4660677.0,6.4400001
NOR,2007,80.3951219512195,4709153.0,5.27
NOR,2008,80.5926829268293,4768212.0,5.2800002
NOR,2009,80.7951219512195,4828726.0,5.75
NOR,2010,80.9975609756098,4889252.0,6.3299999
NOR,2011,81.2951219512195,4953088.0,6.0100002
NOR,2012,81.4512195121951,5018573.0,5.1599998
NOR,2013,81.7512195121951,5079623.0,5.0999999
NOR,2014,82.1,5137232.0,5.3699999
NOR,2015,82.3048780487805,5188607.0,4.3099999
NOR,2016,82.4073170731707,5234519.0,4.6500001
NOR,2017,82.609756097561,5276968.0,4.1799998
NOR,2018,82.7585365853659,5311916.0,5.1599998
NPL,1998,61.549,23703328.0,29.110001
NPL,1999,62.113,24143157.0,29.379999
NPL,2000,62.614,24559500.0,37.240002
NPL,2001,63.336,24956071.0,42.220001
NPL,2002,63.264,25332178.0,38.119999
NPL,2003,64.197,25682908.0,40.09
NPL,2004,64.818,26003965.0,41.080002
NPL,2005,65.457,26285110.0,40.610001
NPL,2006,65.868,26518971.0,46.540001
NPL,2007,66.329,26713655.0,46.790001
NPL,2008,66.421,26881544.0,47.889999
NPL,2009,66.761,27026941.0,51.529999
NPL,2010,66.814,27161567.0,43.82
NPL,2011,67.313,27266399.0,48.509998
NPL,2012,67.47,27330694.0,46.48
NPL,2013,67.965,27381555.0,45.310001
NPL,2014,68.085,27462106.0,45.02
NPL,2015,67.456,27610325.0,47.470001
NPL,2016,68.776,27861186.0,48.34
NPL,2017,68.91,28183426.0,44.759998
NPL,2018,68.979,28506712.0,48.77
NZL,1998,78.0853658536585,3815000.0,2.0
NZL,1999,77.890243902439,3835100.0,2.1199999
NZL,2000,78.6365853658537,3857700.0,2.1800001
NZL,2001,78.6926829268293,3880500.0,2.47
NZL,2002,78.8463414634146,3948500.0,2.24
NZL,2003,79.1463414634146,4027200.0,2.5699999
NZL,2004,79.5487804878049,4087500.0,2.24
NZL,2005,79.8512195121951,4133900.0,2.55
NZL,2006,80.0487804878049,4184600.0,2.4000001
NZL,2007,80.1512195121951,4223800.0,2.6099999
NZL,2008,80.3512195121951,4259800.0,2.45
NZL,2009,80.7024390243902,4302600.0,2.3900001
NZL,2010,80.7024390243902,4350700.0,2.5699999
NZL,2011,80.9048780487805,4384000.0,2.5599999
NZL,2012,81.1560975609756,4408100.0,2.49
NZL,2013,81.4073170731707,4442100.0,2.72
NZL,2014,81.4048780487805,4516500.0,2.3699999
NZL,2015,81.4568292682927,4609400.0,2.3399999
NZL,2016,81.6124390243903,4714100.0,2.3
NZL,2017,81.6585365853659,4813600.0,2.75
NZL,2018,81.8585365853659,4900600.0,2.4300001
OMN,1998,72.97,2279727.0,9.9799995
OMN,1999,73.184,2312600.0,10.39
OMN,2000,73.466,2344253.0,11.38
OMN,2001,73.808,2374653.0,10.02
OMN,2002,73.869,2403659.0,11.03
OMN,2003,74.14,2431600.0,9.1800003
OMN,2004,74.329,2468855.0,9.3000002
OMN,2005,74.396,2515192.0,9.4799995
OMN,2006,74.48,2560649.0,12.47
OMN,2007,74.461,2605700.0,10.82
OMN,2008,74.612,2651028.0,12.46
OMN,2009,74.681,2697537.0,13.64
OMN,2010,76.269,2881914.0,12.65
OMN,2011,76.608,3206870.0,12.37
OMN,2012,77.061,3535579.0,13.46
OMN,2013,77.246,3816680.0,12.82
OMN,2014,77.446,4009267.0,13.25
OMN,2015,77.687,4191776.0,12.52
OMN,2016,77.916,4398070.0,12.96
OMN,2017,77.924,4541854.0,11.83
OMN,2018,77.966,4601157.0,13.03
PAK,1998,61.09,145476106.0,29.48
PAK,1999,61.679,149694462.0,28.48
PAK,2000,62.102,154369924.0,31.530001
PAK,2001,62.421,159217727.0,32.830002
PAK,2002,62.626,163262807.0,32.48
PAK,2003,62.843,166876680.0,33.950001
PAK,2004,63.052,170648620.0,34.349998
PAK,2005,62.466,174372098.0,36.209999
PAK,2006,63.731,178069984.0,40.02
PAK,2007,63.852,181924521.0,39.959999
PAK,2008,64.036,185931955.0,38.439999
PAK,2009,64.14,190123222.0,37.720001
PAK,2010,64.436,194454498.0,42.959999
PAK,2011,64.648,198602738.0,41.880001
PAK,2012,64.782,202205861.0,40.119999
PAK,2013,65.15,205337562.0,40.400002
PAK,2014,65.284,208251628.0,40.279999
PAK,2015,65.697,210969298.0,44.380001
PAK,2016,65.88,213524840.0,43.349998
PAK,2017,66.297,216379655.0,41.439999
PAK,2018,66.482,219731479.0,38.919998
PAN,1998,73.279,2885177.0,7.3499999
PAN,1999,73.622,2943120.0,5.6500001
PAN,2000,74.001,3001731.0,5.8200002
PAN,2001,74.414,3061024.0,7.29
PAN,2002,74.824,3120990.0,6.27
PAN,2003,75.218,3181608.0,7.7399998
PAN,2004,75.544,3243311.0,6.4200001
PAN,2005,75.829,3305868.0,7.8200002
PAN,2006,76.012,3368573.0,7.48
PAN,2007,76.154,3431614.0,7.4200001
PAN,2008,76.225,3495276.0,7.1100001
PAN,2009,76.343,3559343.0,7.3099999
PAN,2010,76.448,3623617.0,9.1999998
PAN,2011,76.627,3688674.0,8.6800003
PAN,2012,76.819,3754862.0,8.3599997
PAN,2013,77.038,3821556.0,7.9499998
PAN,2014,77.248,3888793.0,7.9000001
PAN,2015,77.468,3957099.0,7.6399999
PAN,2016,77.653,4026336.0,8.46
PAN,2017,77.795,4096063.0,8.5
PAN,2018,77.863,4165255.0,7.5500002
PER,1998,69.082,25818226.0,19.57
PER,1999,69.743,26252239.0,18.76
PER,2000,70.424,26654439.0,22.0
PER,2001,71.041,27014909.0,25.15
PER,2002,71.661,27334503.0,25.219999
PER,2003,72.217,27623341.0,26.83
PER,2004,72.668,27893911.0,26.709999
PER,2005,72.986,28147267.0,27.41
PER,2006,73.172,28381078.0,25.76
PER,2007,73.223,28600387.0,25.85
PER,2008,73.377,28806185.0,24.07
PER,2009,73.466,29009326.0,24.440001
PER,2010,73.711,29229572.0,25.690001
PER,2011,74.133,29477721.0,24.4
PER,2012,74.544,29749589.0,24.5
PER,2013,74.967,30038809.0,24.190001
PER,2014,75.333,30353951.0,23.25
PER,2015,75.621,30711863.0,23.35
PER,2016,75.789,31132779.0,24.540001
PER,2017,75.879,31605486.0,24.940001
PER,2018,76.009,32203944.0,24.030001
PHL,1998,69.1,74491918.0,13.78
PHL,1999,69.298,76249064.0,12.97
PHL,2000,69.413,77958223.0,15.03
PHL,2001,69.614,79626086.0,15.31
PHL,2002,69.781,81285572.0,15.41
PHL,2003,69.924,82942837.0,16.0
PHL,2004,70.037,84607501.0,17.389999
PHL,2005,70.24,86261250.0,18.709999
PHL,2006,70.282,87901835.0,16.73
PHL,2007,70.483,89561377.0,17.129999
PHL,2008,70.564,91252326.0,16.549999
PHL,2009,70.633,92946951.0,18.51
PHL,2010,70.754,94636700.0,17.15
PHL,2011,70.788,96337913.0,17.82
PHL,2012,70.881,98032317.0,16.57
PHL,2013,70.835,99700107.0,16.889999
PHL,2014,71.151,101325201.0,17.66
PHL,2015,71.268,103031365.0,16.950001
PHL,2016,71.387,104875266.0,16.1
PHL,2017,71.516,106738501.0,16.889999
PHL,2018,71.689,108568836.0,14.55
PNG,1998,60.629,5138829.0,3.51
PNG,1999,61.672,5321388.0,3.95
PNG,2000,61.72,5508297.0,7.8299999
PNG,2001,61.773,5698489.0,9.8800001
PNG,2002,61.698,5892596.0,9.5200005
PNG,2003,61.797,6090980.0,9.4200001
PNG,2004,61.761,6293166.0,11.27
PNG,2005,61.801,6498818.0,9.9899998
PNG,2006,61.917,6708217.0,11.25
PNG,2007,62.034,6921066.0,11.68
PNG,2008,62.571,7137988.0,13.19
PNG,2009,62.788,7358890.0,11.95
PNG,2010,63.039,7583269.0,13.17
PNG,2011,63.526,7806637.0,12.1
PNG,2012,63.733,8026545.0,12.3
PNG,2013,63.961,8245627.0,13.55
PNG,2014,64.259,8464153.0,13.52
PNG,2015,64.701,8682174.0,12.25
PNG,2016,64.84,8899169.0,11.46
PNG,2017,65.103,9114796.0,12.56
PNG,2018,65.182,9329227.0,10.7
POL,1998,72.9975609756098,38663481.0,26.0
POL,1999,73.0439024390244,38660271.0,24.639999
POL,2000,73.7487804878049,38258629.0,22.75
POL,2001,74.2,38248076.0,24.870001
POL,2002,74.4975609756098,38230364.0,26.51
POL,2003,74.5975609756098,38204570.0,26.450001
POL,2004,74.8463414634146,38182222.0,22.559999
POL,2005,74.9951219512195,38165445.0,23.889999
POL,2006,75.1439024390244,38141267.0,25.49
POL,2007,75.2439024390244,38120560.0,20.059999
POL,2008,75.5439024390244,38125759.0,19.76
POL,2009,75.6951219512195,38151603.0,22.5
POL,2010,76.2463414634146,38042794.0,26.389999
POL,2011,76.6951219512195,38063255.0,23.610001
POL,2012,76.7463414634146,38063164.0,21.549999
POL,2013,77.0,38040196.0,21.059999
POL,2014,77.6024390243903,38011735.0,21.120001
POL,2015,77.4512195121951,37986412.0,19.43
POL,2016,77.8512195121951,37970087.0,19.110001
POL,2017,77.7536585365854,37974826.0,19.5
POL,2018,77.6024390243903,37974750.0,19.030001
PRI,1998,75.194,3781101.0,2.21
PRI,1999,75.536,3800081.0,2.9100001
PRI,2000,75.977,3810605.0,2.3800001
PRI,2001,76.456,3818774.0,2.55
PRI,2002,76.728,3823701.0,1.97
PRI,2003,76.874,3826095.0,2.1199999
PRI,2004,77.143,3826878.0,1.78
PRI,2005,77.237,3821362.0,2.55
PRI,2006,77.415,3805214.0,2.53
PRI,2007,77.621,3782995.0,2.25
PRI,2008,77.841,3760866.0,1.75
PRI,2009,77.877,3740410.0,1.9
PRI,2010,78.01,3721525.0,2.5799999
PRI,2011,78.316,3678732.0,1.77
PRI,2012,78.461,3634488.0,1.92
PRI,2013,78.777,3593077.0,1.7
PRI,2014,78.929,3534874.0,1.86
PRI,2015,79.695,3473232.0,1.75
PRI,2016,80.27,3406672.0,1.97
PRI,2017,79.258,3325286.0,2.27
PRI,2018,79.77,3193354.0,2.1099999
PRK,1998,60.906,23023636.0,21.08
PRK,1999,60.798,23204498.0,19.969999
PRK,2000,60.763,23367059.0,22.0
PRK,2001,60.745,23512522.0,23.610001
PRK,2002,60.792,23638411.0,21.1
PRK,2003,69.546,23781707.0,31.809999
PRK,2004,69.437,23948930.0,24.02
PRK,2005,69.285,24100982.0,25.879999
PRK,2006,69.085,24235761.0,30.48
PRK,2007,68.911,24356506.0,27.059999
PRK,2008,68.958,24469047.0,28.030001
PRK,2009,69.732,24581509.0,27.4
PRK,2010,70.419,24686435.0,21.790001
PRK,2011,70.978,24783789.0,26.190001
PRK,2012,71.626,24887770.0,25.889999
PRK,2013,72.319,25001819.0,24.67
PRK,2014,72.942,25126131.0,29.52
PRK,2015,72.784,25258015.0,27.84
PRK,2016,72.805,25389611.0,24.959999
PRK,2017,72.978,25516321.0,22.559999
PRK,2018,73.031,25638149.0,20.26
PRT,1998,75.7121951219512,10160196.0,8.6499996
PRT,1999,75.9634146341463,10217828.0,8.1800003
PRT,2000,76.3146341463415,10289898.0,7.77
PRT,2001,76.8146341463415,10362722.0,8.1400003
PRT,2002,77.0658536585366,10419631.0,7.9200001
PRT,2003,77.219512195122,10458821.0,8.0699997
PRT,2004,77.6707317073171,10483861.0,7.8400002
PRT,2005,78.0707317073171,10503330.0,9.8800001
PRT,2006,78.419512195122,10522288.0,8.1700001
PRT,2007,78.3219512195122,10542964.0,8.04
PRT,2008,78.5243902439025,10558177.0,5.23
PRT,2009,78.7268292682927,10568247.0,5.8899999
PRT,2010,79.0268292682927,10573100.0,5.8000002
PRT,2011,80.4707317073171,10557560.0,6.1100001
PRT,2012,80.3731707317073,10514844.0,5.3800001
PRT,2013,80.7219512195122,10457295.0,5.98
PRT,2014,81.1219512195122,10401062.0,5.0700002
PRT,2015,81.1243902439025,10358076.0,5.8400002
PRT,2016,81.1243902439025,10325452.0,5.9699998
PRT,2017,81.4243902439025,10300300.0,6.2800002
PRT,2018,81.3243902439024,10283822.0,5.27
PRY,1998,69.478,4923449.0,13.21
PRY,1999,69.634,5026031.0,16.450001
PRY,2000,69.75,5123819.0,12.84
PRY,2001,69.9,5211541.0,13.87
PRY,2002,70.025,5286512.0,18.219999
PRY,2003,70.297,5353254.0,15.76
PRY,2004,70.481,5416324.0,14.37
PRY,2005,70.527,5476878.0,14.92
PRY,2006,70.781,5534675.0,13.94
PRY,2007,71.106,5590145.0,19.969999
PRY,2008,71.384,5645148.0,12.43
PRY,2009,71.635,5702574.0,12.64
PRY,2010,71.887,5768613.0,12.64
PRY,2011,72.131,5843939.0,11.76
PRY,2012,72.454,5923322.0,12.68
PRY,2013,72.757,6005652.0,11.35
PRY,2014,72.878,6090721.0,13.13
PRY,2015,73.191,6177950.0,13.87
PRY,2016,73.534,6266615.0,12.2
PRY,2017,73.644,6355404.0,12.66
PRY,2018,73.568,6443328.0,11.47
PSE,1998,70.632,2776568.0,10.33
PSE,1999,70.855,2848431.0,10.86
PSE,2000,70.388,2922153.0,13.16
PSE,2001,69.887,2997784.0,12.33
PSE,2002,70.969,3075373.0,10.89
PSE,2003,71.053,3154969.0,10.67
PSE,2004,71.182,3236626.0,10.16
PSE,2005,72.067,3320396.0,10.37
PSE,2006,71.915,3406334.0,11.17
PSE,2007,72.153,3494496.0,11.01
PSE,2008,72.413,3591977.0,10.72
PSE,2009,72.608,3689099.0,11.36
PSE,2010,73.004,3786161.0,11.08
PSE,2011,73.243,3882986.0,12.09
PSE,2012,73.466,3979998.0,13.31
PSE,2013,74.029,4076708.0,11.25
PSE,2014,72.622,4173398.0,10.4
PSE,2015,74.406,4270092.0,12.71
PSE,2016,74.554,4367088.0,10.66
PSE,2017,74.833,4454805.0,12.15
PSE,2018,74.793,4569087.0,11.8
PYF,1998,78.386,242882.0,0.67000002
PYF,1999,79.18,246821.0,0.77999997
PYF,2000,79.536,250927.0,0.86000001
PYF,2001,79.685,255049.0,0.88
PYF,2002,79.711,259137.0,1.0599999
PYF,2003,79.703,263173.0,1.03
PYF,2004,79.696,267132.0,0.87
PYF,2005,79.736,271060.0,1.14
PYF,2006,79.842,274901.0,0.85000002
PYF,2007,80.02,278178.0,0.88999999
PYF,2008,80.301,280558.0,0.69
PYF,2009,80.665,282283.0,0.77999997
PYF,2010,81.039,283788.0,0.75999999
PYF,2011,81.429,285265.0,0.66000003
PYF,2012,81.759,286584.0,0.75999999
PYF,2013,82.017,288032.0,0.85000002
PYF,2014,82.214,289873.0,0.93000001
